,code,label_high_20,label_low_20
2020-02-10,2020-02-10-1413,0.07154726754917812,-0.03423175091290879
2020-05-11,2020-05-11-1413,0.3252985185913899,-0.14986442190445803
2020-08-11,2020-08-11-1413,0.11692999752772865,-0.09888990599013209
2020-11-09,2020-11-09-1413,0.11492696722178701,-0.06247303591896461
2020-02-10,2020-02-10-1414,0.05747237255068373,-0.04716696437514786
2020-05-11,2020-05-11-1414,0.0912709642372238,-0.06313163335457368
2020-08-11,2020-08-11-1414,0.10854133332533102,-0.038568138130195675
2020-11-10,2020-11-10-1414,0.09137351470759347,-0.03320883208455769
2020-02-04,2020-02-04-1417,0.065491242736825,-0.042604504101277745
2020-05-08,2020-05-08-1417,0.10459280945170599,-0.06725278174263623
2020-08-07,2020-08-07-1417,0.08512481709785763,-0.05603113018824379
2020-11-12,2020-11-12-1417,0.07418011968819882,-0.03556405419494072
2020-01-14,2020-01-14-1418,0.06709243397281826,-0.036155735754005686
2020-03-24,2020-03-24-1418,0.5208964817559625,-0.1726198035069073
2020-04-13,2020-04-13-1418,0.2391307700414221,-0.05617193525434519
2020-07-13,2020-07-13-1418,0.14346134585803416,-0.023468933384941385
2020-10-13,2020-10-13-1418,0.18643610964458784,-0.05145230891302821
2020-01-14,2020-01-14-1419,0.1359620204718666,-0.044347968980727626
2020-02-04,2020-02-04-1419,0.14193114657847145,-0.06433823946784267
2020-04-14,2020-04-14-1419,0.19132794320749313,-0.08907788935465062
2020-06-22,2020-06-22-1419,0.12381204816437234,-0.06439214769986228
2020-07-13,2020-07-13-1419,0.22478553373519797,-0.015403112718834419
2020-10-12,2020-10-12-1419,0.08458216152761316,-0.07771275857201096
2020-02-06,2020-02-06-1420,0.06820718541157034,-0.03949639874238945
2020-05-14,2020-05-14-1420,0.08215335637920623,-0.05249013023745257
2020-05-15,2020-05-15-1420,0.09901371199414517,-0.04906350987487288
2020-07-31,2020-07-31-1420,0.09187212936675321,-0.04657768554127814
2020-11-06,2020-11-06-1420,0.09017624723099962,-0.0429416798495179
2020-02-10,2020-02-10-1429,0.12356008740456842,-0.04535534087841938
2020-05-11,2020-05-11-1429,0.13598546965983244,-0.057006959927702924
2020-08-07,2020-08-07-1429,0.08768218357389769,-0.06984609943604167
2020-11-09,2020-11-09-1429,0.07189048410978938,-0.05865761791860743
2020-01-10,2020-01-10-1430,0.060718922475409394,-0.04859923468285089
2020-04-10,2020-04-10-1430,0.17926354912208403,-0.06463829244336733
2020-05-26,2020-05-26-1430,0.14958184774094174,-0.0733731614184211
2020-07-10,2020-07-10-1430,0.1421320053256544,-0.03366692823500726
2020-10-09,2020-10-09-1430,0.08984448146739388,-0.09181468128389116
2020-02-03,2020-02-03-1431,0.12695822070371887,-0.12465367806523256
2020-02-13,2020-02-13-1431,0.14842592339759336,-0.11580529235268114
2020-05-14,2020-05-14-1431,0.15208183808686648,-0.07471190038772878
2020-08-06,2020-08-06-1431,0.1303333500682422,-0.11113761943422712
2020-08-11,2020-08-11-1431,0.13881788028086406,-0.08797908442527441
2020-08-21,2020-08-21-1431,0.11541539310332133,-0.12426683317493123
2020-11-10,2020-11-10-1431,0.2169619543457621,-0.1449359245147192
2020-03-13,2020-03-13-1433,0.19041102082682126,-0.0990713528285429
2020-06-09,2020-06-09-1433,0.06757873338670671,-0.14009138256640247
2020-09-09,2020-09-09-1433,0.07031402908915615,-0.07976052407849732
2020-12-10,2020-12-10-1433,0.10022001885703771,-0.07635940200696364
2020-01-14,2020-01-14-1434,0.16509637924085227,-0.09376657701710339
2020-04-13,2020-04-13-1434,0.1894875617078507,-0.08137937126901286
2020-07-14,2020-07-14-1434,0.1561256730072067,-0.08789622446868756
2020-10-05,2020-10-05-1434,0.11076634022508927,-0.0997970998063773
2020-10-14,2020-10-14-1434,0.14959932036142515,-0.0947892152696823
2020-02-13,2020-02-13-1435,0.22420623123733058,-0.06744900791366548
2020-05-13,2020-05-13-1435,0.2516765518610235,-0.12051937738933739
2020-08-12,2020-08-12-1435,0.12220060987782627,-0.0993898379209942
2020-11-12,2020-11-12-1435,0.16015457345556292,-0.08171652592563991
2020-03-13,2020-03-13-1436,0.25385063645619904,-0.11037642668964917
2020-06-26,2020-06-26-1436,0.16666929888443321,-0.08407700196228964
2020-09-14,2020-09-14-1436,0.0884129925474529,-0.08967864394491795
2020-12-14,2020-12-14-1436,0.24931755196302408,-0.08910001959442912
2020-02-10,2020-02-10-1439,0.07413469258733284,-0.0396075429115455
2020-05-13,2020-05-13-1439,0.09791044267300762,-0.040958374698588845
2020-07-15,2020-07-15-1439,0.05552187659679779,-0.05353627635730447
2020-08-07,2020-08-07-1439,0.15764228573968597,-0.061830580162507906
2020-11-10,2020-11-10-1439,0.13457709862969702,-0.05220813155976948
2020-02-14,2020-02-14-1443,0.15513937219942517,-0.09468421199200003
2020-05-20,2020-05-20-1443,0.1307621158516566,-0.10414589789288292
2020-05-22,2020-05-22-1443,0.3410256551530488,-0.15892818776788348
2020-08-14,2020-08-14-1443,0.08002436244004364,-0.08810977147549032
2020-11-13,2020-11-13-1443,0.08605501533988222,-0.08819328536064049
2020-02-13,2020-02-13-1446,0.08471676287720026,-0.0773610716513287
2020-05-15,2020-05-15-1446,0.17184609477088336,-0.07925503951735856
2020-08-14,2020-08-14-1446,0.15395470541032635,-0.1174740455884603
2020-11-13,2020-11-13-1446,0.13575114658826617,-0.07388373243197299
2020-02-14,2020-02-14-1447,0.1635979070953594,-0.09668876324239221
2020-06-03,2020-06-03-1447,0.20086794185653267,-0.09035766529212431
2020-06-05,2020-06-05-1447,0.20925274334583982,-0.10126099660660497
2020-08-14,2020-08-14-1447,0.14254220450516922,-0.1465271588824179
2020-11-16,2020-11-16-1447,0.15683161654999694,-0.12356563198106962
2020-02-14,2020-02-14-1448,0.06208979335310471,-0.055818690733236295
2020-05-22,2020-05-22-1448,0.1222475795689681,-0.0984726887748486
2020-05-25,2020-05-25-1448,0.15593254997019473,-0.08491723698789244
2020-09-14,2020-09-14-1448,0.21849895071752726,-0.09283968679618951
2020-10-07,2020-10-07-1448,0.118559355291562,-0.14461141100832495
2020-11-13,2020-11-13-1448,0.10260014269435236,-0.11917026963461542
2020-02-14,2020-02-14-1450,0.09198273185466957,-0.07054965289122882
2020-05-15,2020-05-15-1450,0.08865408338701632,-0.03268478853059813
2020-08-07,2020-08-07-1450,0.18923525781008213,-0.0674633299680009
2020-11-12,2020-11-12-1450,0.1510972366305665,-0.040612599498188545
2020-12-18,2020-12-18-1450,0.10746583734478828,-0.062061833466079054
2020-02-10,2020-02-10-1451,0.09711433860683905,-0.05553322169793738
2020-05-07,2020-05-07-1451,0.1766484362450133,-0.0837250321970539
2020-08-05,2020-08-05-1451,0.08011411144648299,-0.04404286208080829
2020-11-04,2020-11-04-1451,0.054578679975657816,-0.054856877094470895
2020-02-13,2020-02-13-1491,0.16852706518859212,-0.09828213800689939
2020-05-15,2020-05-15-1491,0.1839501622863542,-0.14308546340913464
2020-08-13,2020-08-13-1491,0.34762202019990296,-0.2493633068774385
2020-11-12,2020-11-12-1491,0.22360764585907975,-0.22487814445319815
2020-01-31,2020-01-31-1514,0.16758789127988788,-0.036723883664474655
2020-04-17,2020-04-17-1514,0.13720085980225766,-0.05046331788655157
2020-05-15,2020-05-15-1514,0.12802526475139625,-0.035599493386193656
2020-07-30,2020-07-30-1514,0.08013188908137633,-0.06369403822064172
2020-10-30,2020-10-30-1514,0.11212970398635462,-0.04827273163008196
2020-02-03,2020-02-03-1515,0.08289825378791262,-0.03215621748564103
2020-05-11,2020-05-11-1515,0.0997539481153973,-0.06357175039874083
2020-08-04,2020-08-04-1515,0.07154943514876631,-0.06183603861272706
2020-11-04,2020-11-04-1515,0.07626444650069499,-0.07239430604632902
2020-02-07,2020-02-07-1518,0.060641049852474635,-0.030068122476896053
2020-05-13,2020-05-13-1518,0.14077391232593253,-0.03773303346542227
2020-08-07,2020-08-07-1518,0.10358261085889049,-0.050362236159052796
2020-11-06,2020-11-06-1518,0.09174126686654169,-0.04918131703684772
2020-02-12,2020-02-12-1605,0.0781453568621541,-0.03983084544014962
2020-05-12,2020-05-12-1605,0.13464867652028034,-0.09697444839590298
2020-08-06,2020-08-06-1605,0.12788517053733867,-0.07882786632285388
2020-11-06,2020-11-06-1605,0.0980163792102832,-0.04434640349680574
2020-02-10,2020-02-10-1662,0.11240474366810224,-0.046258199388251056
2020-05-14,2020-05-14-1662,0.13138027092375204,-0.07695989615867968
2020-08-11,2020-08-11-1662,0.06070537444113613,-0.08984025998778428
2020-11-10,2020-11-10-1662,0.07383954145806335,-0.06951036373647212
2020-02-10,2020-02-10-1663,0.09422030869978676,-0.06277671528013155
2020-05-13,2020-05-13-1663,0.10897895144303196,-0.06977280523206558
2020-08-12,2020-08-12-1663,0.13374792952185316,-0.056268050786363585
2020-11-11,2020-11-11-1663,0.06905122135126204,-0.04352906214106887
2020-02-10,2020-02-10-1711,0.2236865620029082,-0.05172388213421654
2020-05-01,2020-05-01-1711,0.3645535652497909,-0.11392443106268504
2020-05-15,2020-05-15-1711,0.31061690955090215,-0.09109906036844882
2020-07-22,2020-07-22-1711,0.2740027181944019,-0.12192831546118642
2020-08-05,2020-08-05-1711,0.69960729372185,-0.24864471523384235
2020-11-06,2020-11-06-1711,0.21494994815138518,-0.11603156657210935
2020-01-06,2020-01-06-1712,0.09874609185049539,-0.085477844093831
2020-04-03,2020-04-03-1712,0.20266180414746215,-0.06556822691192044
2020-06-30,2020-06-30-1712,0.11666435065848191,-0.09497162096254975
2020-10-01,2020-10-01-1712,0.09504495418194887,-0.06584491853053318
2020-02-14,2020-02-14-1716,0.1123308824725984,-0.031877527858337244
2020-05-15,2020-05-15-1716,0.10983527272372902,-0.0677474913703228
2020-06-15,2020-06-15-1716,0.10994763823552335,-0.07363878230491779
2020-08-13,2020-08-13-1716,0.14045482634020875,-0.07545430594149863
2020-11-13,2020-11-13-1716,0.12758125025070916,-0.04392746631320283
2020-12-08,2020-12-08-1716,0.09460895451445257,-0.058363927617404235
2020-02-06,2020-02-06-1717,0.1088591125238548,-0.03807197280290896
2020-05-15,2020-05-15-1717,0.16542261326489832,-0.09840444826552223
2020-08-07,2020-08-07-1717,0.07892146473536035,-0.10011886119977904
2020-11-06,2020-11-06-1717,0.08122494980653878,-0.09115311700468948
2020-02-13,2020-02-13-1718,0.047981742889739595,-0.018372352599898185
2020-04-28,2020-04-28-1718,0.06963227579333917,-0.026021181283430044
2020-07-29,2020-07-29-1718,0.059877154654753184,-0.03965936113665074
2020-10-28,2020-10-28-1718,0.098211968428313,-0.021553696119159853
2020-02-12,2020-02-12-1719,0.08045996274348252,-0.029642594737790524
2020-05-13,2020-05-13-1719,0.08675829964513451,-0.04710695122735308
2020-08-06,2020-08-06-1719,0.13221599588078067,-0.03723144447207033
2020-10-29,2020-10-29-1719,0.036303419712440145,-0.06446786752179982
2020-11-10,2020-11-10-1719,0.13227413037858957,-0.04395905883055937
2020-02-07,2020-02-07-1720,0.07297347755024211,-0.035213516495052166
2020-05-11,2020-05-11-1720,0.10291242032500336,-0.06282213941268228
2020-08-06,2020-08-06-1720,0.05064248394728331,-0.08585452339973636
2020-11-09,2020-11-09-1720,0.06490741455295028,-0.0655669522211578
2020-02-07,2020-02-07-1721,0.06116682547518801,-0.03578984565584718
2020-05-13,2020-05-13-1721,0.10743747113365262,-0.07482675272220049
2020-08-07,2020-08-07-1721,0.024058654861927396,-0.08423094309144227
2020-11-06,2020-11-06-1721,0.05385663451710674,-0.05776776249702516
2020-01-29,2020-01-29-1723,0.1518449341869983,-0.057009841009300816
2020-04-22,2020-04-22-1723,0.08458158452804972,-0.057968424411451204
2020-05-08,2020-05-08-1723,0.15040383872255947,-0.06047651313186317
2020-05-20,2020-05-20-1723,0.138620158015563,-0.06383388499358801
2020-07-29,2020-07-29-1723,0.09187050432117375,-0.07098213139265161
2020-11-02,2020-11-02-1723,0.05635121175096319,-0.052440686740645885
2020-02-13,2020-02-13-1724,0.20769142045352715,-0.07335910986946798
2020-05-14,2020-05-14-1724,0.17977338901752318,-0.08577137262381392
2020-08-07,2020-08-07-1724,0.09832299237679396,-0.08802825114847429
2020-11-12,2020-11-12-1724,0.11326364734637306,-0.09836602435486834
2020-02-05,2020-02-05-1726,0.138438017214436,-0.03995844192992014
2020-05-15,2020-05-15-1726,0.13219798426132714,-0.07534835599056056
2020-08-06,2020-08-06-1726,0.15127217024075792,-0.06522123974770537
2020-11-11,2020-11-11-1726,0.1472944432331188,-0.06242983047807333
2020-02-03,2020-02-03-1728,0.17233636400908864,-0.09358724803200924
2020-05-18,2020-05-18-1728,0.24918327512491242,-0.06458353824793561
2020-08-07,2020-08-07-1728,0.04528299001219642,-0.11832770720652666
2020-11-06,2020-11-06-1728,0.11655467178387777,-0.07432940311135473
2020-02-03,2020-02-03-1730,0.09814854879529275,-0.04925075531684834
2020-04-28,2020-04-28-1730,0.10029053863056532,-0.06395503572922567
2020-05-13,2020-05-13-1730,0.18918720089342467,-0.10397425450416183
2020-08-03,2020-08-03-1730,0.17741777095646524,-0.0839292823035027
2020-10-29,2020-10-29-1730,0.1206237437303882,-0.0696806716584086
2020-11-05,2020-11-05-1730,0.1225656641768095,-0.11071044126008892
2020-02-07,2020-02-07-1736,0.15415309500905222,-0.03985257823242948
2020-04-27,2020-04-27-1736,0.068371788747747,-0.04318687053477968
2020-05-11,2020-05-11-1736,0.1852725860182804,-0.052942802562032674
2020-08-07,2020-08-07-1736,0.029742687923320167,-0.07058783689545917
2020-11-09,2020-11-09-1736,0.055709272863534595,-0.050159353849132476
2020-02-07,2020-02-07-1737,0.054306198817343936,-0.038124052140573815
2020-05-21,2020-05-21-1737,0.11171827759642383,-0.07118062849837604
2020-08-07,2020-08-07-1737,0.11352785492536668,-0.08098316192755893
2020-10-27,2020-10-27-1737,0.057953592271585565,-0.07603651752381463
2020-11-10,2020-11-10-1737,0.14723863644112983,-0.08849863708481992
2020-02-07,2020-02-07-1739,0.19188572342451116,-0.08394306078764144
2020-05-08,2020-05-08-1739,0.16563858661965822,-0.10673365646406693
2020-07-17,2020-07-17-1739,0.178944178429296,-0.06518193167846992
2020-08-07,2020-08-07-1739,0.14173639605809893,-0.09123903363447561
2020-08-21,2020-08-21-1739,0.12926441183170942,-0.06336991030284586
2020-11-06,2020-11-06-1739,0.14336358015133352,-0.07864181809056225
2020-02-12,2020-02-12-1743,0.08514633954954656,0.002520697671604265
2020-05-13,2020-05-13-1743,0.10483198777797864,-0.018349563277719933
2020-08-11,2020-08-11-1743,0.12050946994602235,-0.05842053015704521
2020-08-31,2020-08-31-1743,0.11885581821001254,-0.03524224296008395
2020-11-13,2020-11-13-1743,0.08814970302676912,-0.048240673456626276
2020-02-14,2020-02-14-1757,0.22660243636977712,-0.12798861259646646
2020-03-27,2020-03-27-1757,0.21661128921727005,-0.09233908300480823
2020-05-15,2020-05-15-1757,0.24015027090015706,-0.11522925581781415
2020-08-14,2020-08-14-1757,0.2384414913445317,-0.19545999725833235
2020-11-16,2020-11-16-1757,0.2686009539896946,-0.13175808567802688
2020-03-13,2020-03-13-1758,0.20359706988082665,-0.08819449265830716
2020-06-12,2020-06-12-1758,0.08674183747738322,-0.16385612787037
2020-09-11,2020-09-11-1758,0.0792064651259576,-0.07729991127959464
2020-12-11,2020-12-11-1758,0.054839995223949396,-0.044531282514051806
2020-02-12,2020-02-12-1762,0.07911235934096973,-0.018563096568850974
2020-05-20,2020-05-20-1762,0.09798387236151157,-0.06572195309754085
2020-05-27,2020-05-27-1762,0.08562447167567137,-0.07033543612970126
2020-08-06,2020-08-06-1762,0.07148300016063495,-0.05871254192056221
2020-11-11,2020-11-11-1762,0.04816368576119048,-0.06396819795743491
2020-02-07,2020-02-07-1764,0.05408582774747078,-0.03796032084056601
2020-05-22,2020-05-22-1764,0.09962574227936069,-0.035779722947836115
2020-08-07,2020-08-07-1764,0.10007452429737673,-0.02935488400544087
2020-11-06,2020-11-06-1764,0.023108435514118286,-0.06184355082032751
2020-03-12,2020-03-12-1766,0.14265323057370732,-0.04711644030980124
2020-06-18,2020-06-18-1766,0.07468774109904691,-0.03409339230031165
2020-09-10,2020-09-10-1766,0.07326408482249828,-0.017102039054421137
2020-12-11,2020-12-11-1766,0.09213717041229741,-0.035224607076329933
2020-02-12,2020-02-12-1768,0.04551828701954073,-0.020281508416238863
2020-05-08,2020-05-08-1768,0.11706791650113521,-0.05403168801996176
2020-08-11,2020-08-11-1768,0.07806897124180227,-0.05108079746374704
2020-10-30,2020-10-30-1768,0.050781486115478454,-0.021795581110761235
2020-11-09,2020-11-09-1768,0.053542182631398955,-0.04255603608512739
2020-02-12,2020-02-12-1770,0.056557074244927036,-0.03265300916232829
2020-05-12,2020-05-12-1770,0.07162213707710405,-0.05442600162855667
2020-08-12,2020-08-12-1770,0.07202404187985732,-0.04096485222860034
2020-11-12,2020-11-12-1770,0.05770755466954641,-0.029959039599178054
2020-01-30,2020-01-30-1775,0.07396171823954589,-0.01475129518615246
2020-04-24,2020-04-24-1775,0.14007709876315105,-0.04770991749184354
2020-07-30,2020-07-30-1775,0.033943480970979586,-0.06276990384426222
2020-10-29,2020-10-29-1775,0.05912354255909331,-0.03928041984453018
2020-02-12,2020-02-12-1776,0.13252776061783778,-0.06418755927841854
2020-05-13,2020-05-13-1776,0.10546425935881079,-0.061182776271014955
2020-08-06,2020-08-06-1776,0.19817659161845053,-0.049324602417854684
2020-11-11,2020-11-11-1776,0.08938189254104618,-0.051751856631806314
2020-02-14,2020-02-14-1780,0.04782818953536267,-0.02865975733757003
2020-05-15,2020-05-15-1780,0.09421757986749509,-0.06759530575108483
2020-08-07,2020-08-07-1780,0.023420147617126692,-0.06958058751815152
2020-11-13,2020-11-13-1780,0.05590468630720717,-0.02295752867170517
2020-02-14,2020-02-14-1782,0.10921664740579443,-0.07476346325988656
2020-05-14,2020-05-14-1782,0.11966648371026917,-0.03807980709719351
2020-08-11,2020-08-11-1782,0.12692903805222278,-0.012339140995044923
2020-11-13,2020-11-13-1782,0.058934916584421584,-0.03144828634266519
2020-02-14,2020-02-14-1783,0.033177891616009474,-0.08378299475383588
2020-06-12,2020-06-12-1783,0.12050473956728872,-0.10456522403259573
2020-08-14,2020-08-14-1783,0.12044536269329362,-0.10180573835004182
2020-11-13,2020-11-13-1783,0.16778571477252585,-0.0657651009726585
2020-02-06,2020-02-06-1787,0.09416511390936108,-0.02427423019819656
2020-05-11,2020-05-11-1787,0.06783804499716795,-0.026144325739838728
2020-08-03,2020-08-03-1787,0.1786726607345333,-0.14497468290217774
2020-11-09,2020-11-09-1787,0.10113073745869981,-0.07452906520701165
2020-01-31,2020-01-31-1788,0.19894118149235995,-0.03630272805499374
2020-04-28,2020-04-28-1788,0.11845925368427498,-0.027900667001382006
2020-08-07,2020-08-07-1788,0.08690715180015887,-0.03497115482057227
2020-10-30,2020-10-30-1788,0.02166449385000248,-0.06180398109267697
2020-02-06,2020-02-06-1789,0.14279218679080763,-0.11894858064256526
2020-05-13,2020-05-13-1789,0.2011753959723251,-0.11681268002096162
2020-05-14,2020-05-14-1789,0.1887365565202574,-0.1081479410192852
2020-08-06,2020-08-06-1789,0.11105822437302773,-0.08688660706908576
2020-10-30,2020-10-30-1789,0.10068693539479809,-0.05974554722056987
2020-11-13,2020-11-13-1789,0.09342612657659818,-0.06573841069817567
2020-02-05,2020-02-05-1793,0.0668884711095415,-0.01937653361537379
2020-05-14,2020-05-14-1793,0.07337204986763902,-0.030910369026478205
2020-08-04,2020-08-04-1793,0.09173252940386394,-0.02899329282866016
2020-11-04,2020-11-04-1793,0.06762614016816243,-0.014639010756289251
2020-02-10,2020-02-10-1795,0.06441417245221776,-0.048722568386435815
2020-05-13,2020-05-13-1795,0.039305744146743544,-0.07077096499684041
2020-05-15,2020-05-15-1795,0.09629941763052458,-0.0468530179260672
2020-08-07,2020-08-07-1795,0.12842720164942478,-0.03543978535273411
2020-11-06,2020-11-06-1795,0.09304725411388408,-0.060298689089720206
2020-11-11,2020-11-11-1795,0.17017402964289466,-0.06231379875091705
2020-01-31,2020-01-31-1798,0.06335727186353066,-0.035323043991517665
2020-04-28,2020-04-28-1798,0.09600071470173258,-0.032945574582921744
2020-05-11,2020-05-11-1798,0.12268336578314866,-0.03528741698011868
2020-07-31,2020-07-31-1798,0.1517543269336668,-0.008392717044693233
2020-10-30,2020-10-30-1798,0.06940397993502583,-0.023361781976443535
2020-02-04,2020-02-04-1799,0.05051552588654372,-0.029943785022196707
2020-05-12,2020-05-12-1799,0.053901405731000655,-0.01336810012860798
2020-08-05,2020-08-05-1799,0.12599998380603222,-0.00296455545160851
2020-11-05,2020-11-05-1799,0.09499083501099614,0.000239785045037565
2020-02-07,2020-02-07-1801,0.05805070558949493,-0.04404324619821544
2020-05-13,2020-05-13-1801,0.10378725092950147,-0.06065166111171818
2020-08-05,2020-08-05-1801,0.04741463406283691,-0.0829127784399584
2020-11-11,2020-11-11-1801,0.06557101099528391,-0.07054206746801459
2020-02-12,2020-02-12-1802,0.06036159776860352,-0.034706449747229785
2020-05-15,2020-05-15-1802,0.09594059259832996,-0.06708383752150487
2020-08-03,2020-08-03-1802,0.05833601047966626,-0.07406506384571535
2020-11-09,2020-11-09-1802,0.05760150817881209,-0.06816948406470884
2020-01-31,2020-01-31-1803,0.07765170736655297,-0.016626471756553844
2020-05-25,2020-05-25-1803,0.09565727081114415,-0.048503405388165874
2020-07-31,2020-07-31-1803,0.040041917049739154,-0.08142671350391867
2020-11-09,2020-11-09-1803,0.06754795653771625,-0.06470109669641294
2020-02-13,2020-02-13-1805,0.07064326906561146,-0.03588029671869605
2020-05-15,2020-05-15-1805,0.1353737118463278,-0.06014675665024631
2020-08-07,2020-08-07-1805,0.09971071874334844,-0.040862545888180224
2020-11-12,2020-11-12-1805,0.06481049552372355,-0.06939487799585929
2020-02-12,2020-02-12-1807,0.07128436758370585,-0.046845133424356894
2020-05-13,2020-05-13-1807,0.10675301775726424,-0.04140874435465614
2020-08-06,2020-08-06-1807,0.03406338935293081,-0.0722248951031292
2020-10-30,2020-10-30-1807,0.028330366305528293,-0.04084131380129138
2020-11-11,2020-11-11-1807,0.10282035829201745,-0.050347778949331616
2020-02-07,2020-02-07-1808,0.047533557016932945,-0.03830868535331597
2020-02-28,2020-02-28-1808,0.07944215217809386,-0.03657336294631118
2020-05-14,2020-05-14-1808,0.11259240443727948,-0.052643934492378044
2020-08-06,2020-08-06-1808,0.036851405859154265,-0.07920821784708867
2020-11-12,2020-11-12-1808,0.05148883607546389,-0.06370961928800664
2020-02-07,2020-02-07-1810,0.0670900227903616,-0.03934855997225879
2020-05-14,2020-05-14-1810,0.1390570101272929,-0.04705150390040391
